snapshot,valuation_date,price,line_count,delta,gamma,vega,theta,rho,dv01
notebook_application_demo_v3,2026-04-28,4853370.815092657,16,51624.66097536644,1095.844900612666,596241.737818039,1881074.660464001,107030625.51709484,-10108.507248514834
