step,rows,underlyings,min_maturity,max_maturity,min_moneyness,max_moneyness
clean_option_panel,6704,10,0.038329911019849415,0.049281314168377825,0.007488056549803064,3.07176766266406
maturity_moneyness_filter,4324,10,0.038329911019849415,0.049281314168377825,0.7007619193231914,1.2997920332746762
bid_ask_spread_filter,4265,10,0.038329911019849415,0.049281314168377825,0.7007619193231914,1.2997920332746762
