maturity_bucket,quote_count,mean_error,mae,max_abs_error,mean_abs_relative_error,mean_abs_vol_error,rmse
0.04,47,-0.16571248526924223,0.3296166148581875,1.420884681374524,0.125394764029485,0.06994039940226382,0.4526268550367464
0.05,23,0.0008337716510342676,0.10619854386874378,0.23014131441709518,0.10537676568298437,0.015410894241191034,0.12015892046274806
