contract_symbol,ticker,underlying,option_type,valuation_date,expiration_date,time_to_maturity_days,time_to_maturity_years,strike,bid,mid,ask,last,underlying_price,implied_volatility,intrinsic_value,extrinsic_value,bid_size,ask_size,open_interest,volume,in_the_money,first_traded_at,last_updated_at,delta,gamma,theta,vega,rho,market_price,moneyness,log_moneyness,bid_ask_spread_ratio,implied_vol,repriced,calibration_error
NVDA260320C00165000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,165.0,18.15,18.225,18.3,18.2,180.05,,15.05,3.175,6,25,20733,593,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,18.225,0.9164121077478478,-0.0872891161943037,0.008230452674897236,0.5725167077740393,18.224999999999596,-4.050093593832571e-13
NVDA260320C00167500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,167.5,16.15,16.225,16.3,15.8,180.05,,12.55,3.675,5,24,448,40,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,16.225,0.9302971396834212,-0.0722512388297632,0.009244992295839884,0.5570207959246043,16.225000000026796,2.6794566565513378e-11
NVDA260320C00170000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,170.0,14.25,14.3,14.35,14.39,180.05,,10.05,4.25,1,20,25633,1464,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,14.3,0.9441821716189946,-0.05743615304462256,0.006993006993006968,0.5414332661498052,14.300000000000011,1.0658141036401503e-14
NVDA260320C00172500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,172.5,12.4,12.475,12.55,12.5,180.05,,7.55,4.925,10,35,930,538,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,12.475,0.9580672035545681,-0.04283735362346988,0.012024048096192414,0.5268504396652528,12.47499999999485,-5.149658477421326e-12
NVDA260320C00175000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,175.0,10.7,10.75,10.8,10.7,180.05,,5.05,5.7,5,53,37265,5377,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,10.75,0.9719522354901415,-0.028448616171370282,0.00930232558139548,0.5124197992698426,10.750000000165073,1.6507328837178648e-10
NVDA260320C00177500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,177.5,9.1,9.15,9.2,9.11,180.05,,2.55,6.6,1,30,3295,3762,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,9.15,0.985837267425715,-0.014263981179413856,0.01092896174863384,0.4990850143854853,9.149999999999991,-8.881784197001252e-15
NVDA260320C00180000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,180.0,7.6,7.65,7.7,7.63,180.05,,0.05,7.6,40,256,58755,13411,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,7.65,0.9997222993612884,-0.0002777392046739727,0.013071895424836671,0.48450755472592816,7.650000000000119,1.1901590823981678e-13
NVDA260320C00182500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,182.5,6.25,6.3,6.35,6.35,180.05,,0.0,6.3,77,23,3902,2863,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,6.3,1.0136073312968619,0.01351558292766184,0.015873015873015817,0.47134953126096535,6.299999999999997,-2.6645352591003757e-15
NVDA260320C00185000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,185.0,5.1,5.15,5.2,5.12,180.05,,0.0,5.15,1,58,52663,13668,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,5.15,1.0274923632324353,0.02712123498344046,0.019417475728155442,0.4624199778682435,5.150000000074783,7.478284658191114e-11
NVDA260320C00187500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,187.5,4.05,4.1,4.15,4.08,180.05,,0.0,4.1,70,36,5518,2738,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,4.1,1.0413773951680088,0.04054425531558114,0.024390243902439157,0.4510008932329507,4.099999999978252,-2.1747936784777266e-11
NVDA260320C00190000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,190.0,3.2,3.225,3.25,3.22,180.05,,0.0,3.225,70,1,117988,14297,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,3.225,1.0552624271035822,0.053789482065601774,0.015503875968992192,0.4421583201532676,3.2250000000000867,8.659739592076221e-14
NVDA260320C00192500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,192.5,2.5,2.52,2.54,2.51,180.05,,0.0,2.52,10,4,6449,4267,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,2.52,1.0691474590391556,0.06686156363295453,0.015873015873015886,0.4363329859012497,2.519999999999584,-4.1611158962950867e-13
NVDA260320C00195000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,195.0,1.92,1.935,1.95,1.93,180.05,,0.0,1.935,142,5,91040,12174,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,1.935,1.083032490974729,0.07976496846886241,0.015503875968992262,0.430711084403149,1.935000000000045,4.4853010194856324e-14
NVDA260320C00197500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,197.5,1.47,1.485,1.5,1.48,180.05,,0.0,1.485,2,32,8204,3511,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,1.485,1.0969175229103025,0.09250399424629217,0.020202020202020218,0.42791950929733225,1.4849999999692436,-3.075650845119071e-11
NVDA260320C00200000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,200.0,1.12,1.13,1.14,1.13,180.05,,0.0,1.13,1,33,288619,24064,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,1.13,1.110802554845876,0.10508277645315228,0.017699115044247607,0.42600606227087306,1.1300000000338564,3.3856473180549074e-11
NVDA260320C00202500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,202.5,0.84,0.85,0.86,0.85,180.05,,0.0,0.85,109,10,14827,1265,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,0.85,1.1246875867814494,0.11750529645170943,0.023529411764705903,0.4243662639579184,0.8499999999938126,-6.18738393853846e-12
NVDA260320C00205000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,205.0,0.64,0.65,0.66,0.65,180.05,,0.0,0.65,53,35,48319,3135,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,0.65,1.1385726187170229,0.1297753890435238,0.030769230769230795,0.4258423531498526,0.6499999999999133,-8.670841822322473e-14
NVDA260320C00207500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,207.5,0.49,0.495,0.5,0.49,180.05,,0.0,0.495,73,31,8479,1287,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,0.495,1.1524576506525965,0.14189674957586879,0.02020202020202022,0.42760005780839516,0.49500000000086253,8.625322678312841e-13
NVDA260320C00210000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,210.0,0.38,0.385,0.39,0.38,180.05,,0.0,0.385,132,34,123150,15634,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,0.385,1.16634268258817,0.15387294062258447,0.025974025974025997,0.4317431591445297,0.38499999999273626,-7.263745160912549e-12
NVDA260320C00212500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,212.5,0.29,0.3,0.31,0.31,180.05,,0.0,0.3,194,60,7957,1752,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,0.3,1.1802277145237434,0.1657073982695873,0.06666666666666674,0.4361468318949789,0.29999999999998916,-1.0824674490095276e-14
NVDA260320C00215000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,215.0,0.24,0.245,0.25,0.24,180.05,,0.0,0.245,22,342,16592,2638,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,0.245,1.1941127464593169,0.17740343803277855,0.04081632653061228,0.4442201722378891,0.24499999999922917,-7.708278459972462e-13
NVDA260320C00217500,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,217.5,0.19,0.195,0.2,0.2,180.05,,0.0,0.195,143,43,2919,351,False,2026-02-27 14:30:00,2026-03-03 21:00:00,,,,,,0.195,1.2079977783948903,0.18896426043385453,0.05128205128205133,0.4499943736634747,0.19499999999931195,-6.880607195114408e-13
NVDA260320C00220000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,220.0,0.16,0.165,0.17,0.17,180.05,,0.0,0.165,124,74,85153,7064,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,0.165,1.2218828103304638,0.2003929562574773,0.060606060606060656,0.4599551363926308,0.16500000000001958,1.9567680809018384e-14
NVDA260320C00225000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,225.0,0.11,0.12,0.13,0.11,180.05,,0.0,0.12,329,162,10610,283,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,0.12,1.2496528742016106,0.22286581210953588,0.1666666666666667,0.47950141953065034,0.11999999999996369,-3.630429290524262e-14
NVDA260320C00230000,NVDA,NVDA,call,2026-03-03,2026-03-20,17,0.04654346338124572,230.0,0.08,0.085,0.09,0.09,180.05,,0.0,0.085,329,599,58922,1503,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,0.085,1.2774229380727575,0.2448447188283111,0.11764705882352934,0.49555018773523973,0.0850000000000044,4.399258735077183e-15
NVDA260320P00130000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,130.0,0.28,0.285,0.29,0.28,180.05,,0.0,0.285,30,14,35265,3982,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,0.285,0.7220216606498194,-0.3257001396393019,0.03508771929824545,0.7955955917099828,0.28499999999967063,-3.293476602550527e-13
NVDA260320P00135000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,135.0,0.4,0.405,0.41,0.4,180.05,,0.0,0.405,27,42,53029,716,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,0.405,0.7497917245209663,-0.2879598116564549,0.024691358024691242,0.7627332169100766,0.40500000000002423,2.4202861936828413e-14
NVDA260320P00140000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,140.0,0.55,0.56,0.57,0.56,180.05,,0.0,0.56,38,24,56151,2956,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,0.56,0.7775617883921132,-0.25159216748558005,0.035714285714285546,0.727115283588612,0.5599999999998104,-1.8962609260597674e-13
NVDA260320P00145000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,145.0,0.77,0.785,0.8,0.75,180.05,,0.0,0.785,13,70,41537,4749,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,0.785,0.8053318522632602,-0.21650084767430983,0.03821656050955417,0.694571443820211,0.7849999999999859,-1.4099832412739488e-14
NVDA260320P00150000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,150.0,1.07,1.085,1.1,1.08,180.05,,0.0,1.085,27,59,51298,5398,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,1.085,0.8331019161344071,-0.1825992959986285,0.027649769585253482,0.6607403225241492,1.0849999999999707,-2.930988785010413e-14
NVDA260320P00155000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,155.0,1.47,1.485,1.5,1.47,180.05,,0.0,1.485,36,1,40764,9961,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,1.485,0.860871980005554,-0.14980947317563767,0.020202020202020218,0.6258940247481782,1.4850000000000065,6.439293542825908e-15
NVDA260320P00160000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,160.0,2.03,2.05,2.07,2.06,180.05,,0.0,2.05,9,5,74638,9933,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,2.05,0.8886420438767009,-0.11806077486105737,0.019512195121951237,0.5935168643662788,2.0500000001099856,1.0998579824672561e-10
NVDA260320P00165000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,165.0,2.81,2.835,2.86,2.8,180.05,,0.0,2.835,10,5,49420,5968,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,2.835,0.9164121077478478,-0.0872891161943037,0.017636684303350907,0.5628741550291239,2.834999999998338,-1.6617818232589343e-12
NVDA260320P00167500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,167.5,3.3,3.35,3.4,3.36,180.05,,0.0,3.35,23,571,5602,757,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,3.35,0.9302971396834212,-0.0722512388297632,0.029850746268656744,0.5496149096886469,3.3500000000444956,4.4495518380927024e-11
NVDA260320P00170000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,170.0,3.85,3.9,3.95,3.95,180.05,,0.0,3.9,45,9,69604,6042,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,3.9,0.9441821716189946,-0.05743615304462256,0.025641025641025664,0.5328919221904757,3.8999999999999986,-1.3322676295501878e-15
NVDA260320P00172500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,172.5,4.5,4.55,4.6,4.57,180.05,,0.0,4.55,65,23,5690,4482,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,4.55,0.9580672035545681,-0.04283735362346988,0.0219780219780219,0.5172641142317238,4.549999999990128,-9.872103134966892e-12
NVDA260320P00175000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,175.0,5.3,5.35,5.4,5.25,180.05,,0.0,5.35,34,23,61282,5937,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,5.35,0.9719522354901415,-0.028448616171370282,0.018691588785046828,0.5052168344650866,5.350000000223872,2.2387247611277417e-10
NVDA260320P00177500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,177.5,6.2,6.25,6.3,6.25,180.05,,0.0,6.25,1,30,2898,2593,False,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,6.25,0.985837267425715,-0.014263981179413856,0.015999999999999945,0.4923483625924935,6.25,0.0
NVDA260320P00180000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,180.0,7.2,7.25,7.3,7.3,180.05,,0.0,7.25,58,28,91007,6692,False,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,7.25,0.9997222993612884,-0.0002777392046739727,0.013793103448275813,0.47811449871405526,7.25000000000945,9.450218385609332e-12
NVDA260320P00182500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,182.5,8.35,8.4,8.45,8.45,180.05,,2.45,5.95,100,5,5090,2541,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,8.4,1.0136073312968619,0.01351558292766184,0.011904761904761862,0.46518150047006784,8.399999999999991,-8.881784197001252e-15
NVDA260320P00185000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,185.0,9.7,9.75,9.8,9.7,180.05,,4.95,4.8,1,22,69053,2637,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,9.75,1.0274923632324353,0.02712123498344046,0.010256410256410402,0.45635972627514415,9.750000000098893,9.889333796309074e-11
NVDA260320P00187500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,187.5,11.15,11.2,11.25,11.2,180.05,,7.45,3.75,8,2,4177,310,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,11.2,1.0413773951680088,0.04054425531558114,0.008928571428571397,0.4449231914272149,11.199999999965172,-3.482725219328131e-11
NVDA260320P00190000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,190.0,12.75,12.85,12.95,12.8,180.05,,9.95,2.9,30,31,47858,2131,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,12.85,1.0552624271035822,0.053789482065601774,0.015564202334630295,0.4377691865642514,12.85000000000015,1.509903313490213e-13
NVDA260320P00192500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,192.5,14.55,14.65,14.75,14.9,180.05,,12.45,2.2,28,30,2636,113,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,14.65,1.0691474590391556,0.06686156363295453,0.013651877133105754,0.43223092399226115,14.649999999999153,-8.473222123939195e-13
NVDA260320P00195000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,195.0,16.5,16.575,16.65,16.5,180.05,,14.95,1.625,15,10,21796,390,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,16.575,1.083032490974729,0.07976496846886241,0.009049773755656023,0.4273409119713224,16.57500000000013,1.3145040611561853e-13
NVDA260320P00197500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,197.5,18.55,18.625,18.7,18.45,180.05,,17.45,1.175,28,2,3117,1839,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,18.625,1.0969175229103025,0.09250399424629217,0.00805369127516771,0.4244481590444575,18.624999999923745,-7.625544640177395e-11
NVDA260320P00200000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,200.0,20.5,20.775,21.05,20.49,180.05,,19.95,0.825,23,23,24285,3426,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,20.775,1.110802554845876,0.10508277645315228,0.026474127557160086,0.4229865894743702,20.775000000134042,1.340438871011429e-10
NVDA260320P00202500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,202.5,22.75,23.025,23.3,25.16,180.05,,22.45,0.575,13,13,1610,8,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,23.025,1.1246875867814494,0.11750529645170943,0.023887079261672127,0.4253933688815308,23.024999999995515,-4.483524662646232e-12
NVDA260320P00205000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,205.0,25.0,25.35,25.7,25.2,180.05,,24.95,0.4,28,28,651,117,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,25.35,1.1385726187170229,0.1297753890435238,0.027613412228796815,0.4315644645612648,25.349999999999994,-7.105427357601002e-15
NVDA260320P00207500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,207.5,27.4,27.725,28.05,22.2,180.05,,27.45,0.275,12,12,123,0,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,27.725,1.1524576506525965,0.14189674957586879,0.02344454463480621,0.4405056516879161,27.72500000000005,4.973799150320701e-14
NVDA260320P00210000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,210.0,29.8,30.125,30.45,30.31,180.05,,29.95,0.175,13,12,7262,545,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,30.125,1.16634268258817,0.15387294062258447,0.02157676348547713,0.4497222810612396,30.125,0.0
NVDA260320P00212500,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,212.5,32.25,32.525,32.8,30.6,180.05,,32.45,0.075,12,12,93,0,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,32.525,1.1802277145237434,0.1657073982695873,0.01691006917755564,0.45451553899102676,32.525000000000006,7.105427357601002e-15
NVDA260320P00215000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,215.0,34.65,35.0,35.35,34.82,180.05,,34.95,0.05,53,53,126,46,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,35.0,1.1941127464593169,0.17740343803277855,0.02000000000000008,0.47431094789812894,34.99999999999994,-5.684341886080802e-14
NVDA260320P00225000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,225.0,43.9,44.975,46.05,44.79,180.05,,44.95,0.025,74,10,123,220,True,2026-02-23 14:30:00,2026-03-03 21:00:00,,,,,,44.975,1.2496528742016106,0.22286581210953588,0.0478043357420789,0.5662218754365268,44.97500000000005,4.973799150320701e-14
NVDA260320P00230000,NVDA,NVDA,put,2026-03-03,2026-03-20,17,0.04654346338124572,230.0,48.9,49.975,51.05,50.05,180.05,,49.95,0.025,103,10,319,1907,True,2025-01-15 14:30:00,2026-03-03 21:00:00,,,,,,49.975,1.2774229380727575,0.2448447188283111,0.04302151075537766,0.6131016237025109,49.97500000000008,7.815970093361102e-14
NVDA260320C00130000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,130.0,53.25,53.5,53.75,54.15,183.04,,53.04,0.46,19,52,25247,42,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,53.5,0.7102272727272727,-0.3421702577358507,0.009345794392523364,0.8551435304345923,53.499999999999986,-1.4210854715202004e-14
NVDA260320C00135000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,135.0,48.2,48.55,48.9,49.75,183.04,,48.04,0.51,81,52,26587,27,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,48.55,0.7375437062937064,-0.30442992975300354,0.014418125643666237,0.7926094076911168,48.549999999995435,-4.561684363579843e-12
NVDA260320C00140000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,140.0,43.6,43.875,44.15,43.65,183.04,,43.04,0.835,1,1,24968,36,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,43.875,0.7648601398601399,-0.26806228558212875,0.01253561253561247,0.811561641007157,43.87499999998653,-1.34718902700115e-11
NVDA260320C00145000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,145.0,38.65,38.95,39.25,39.11,183.04,,38.04,0.91,20,7,26500,38,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,38.95,0.7921765734265734,-0.23297096577085866,0.015404364569961524,0.7407516875299572,38.950000000010505,1.050182163453428e-11
NVDA260320C00150000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,150.0,34.0,34.25,34.5,34.37,183.04,,33.04,1.21,4,1,43030,310,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,34.25,0.819493006993007,-0.19906941409517734,0.014598540145985401,0.7109418481737131,34.24999999991397,-8.603251444583293e-11
NVDA260320C00155000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,155.0,29.3,29.5,29.7,29.23,183.04,,28.04,1.46,30,52,15121,196,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,29.5,0.8468094405594406,-0.1662795912721864,0.013559322033898256,0.6583639986155436,29.500000000000057,5.684341886080802e-14
NVDA260320C00160000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,160.0,24.75,24.875,25.0,24.7,183.04,,23.04,1.835,19,49,62595,232,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,24.875,0.8741258741258742,-0.13453089295760612,0.010050251256281407,0.6123454827365048,24.874999999987523,-1.247713043994736e-11
NVDA260320C00165000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,165.0,20.4,20.5,20.6,20.35,183.04,,18.04,2.46,1,26,20676,1248,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,20.5,0.9014423076923077,-0.10375923429085245,0.009756097560975749,0.5791448256019658,20.50000000000003,2.842170943040401e-14
NVDA260320C00167500,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,167.5,18.3,18.375,18.45,18.55,183.04,,15.54,2.835,3,10,419,55,True,2026-02-23 14:30:00,2026-03-04 21:00:00,,,,,,18.375,0.9151005244755245,-0.08872135692631195,0.008163265306122372,0.5610096791674676,18.374999999944066,-5.5933924159035087e-11
NVDA260320C00170000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,170.0,16.3,16.35,16.4,16.4,183.04,,13.04,3.31,28,8,25602,4165,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,16.35,0.9287587412587412,-0.07390627114117132,0.0061162079510702055,0.5461750079872971,16.349999999999994,-7.105427357601002e-15
NVDA260320C00172500,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,172.5,14.3,14.375,14.45,14.5,183.04,,10.54,3.835,9,10,1165,386,True,2026-02-23 14:30:00,2026-03-04 21:00:00,,,,,,14.375,0.9424169580419581,-0.05930747172001854,0.010434782608695554,0.5292399646106,14.375,0.0
NVDA260320C00175000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,175.0,12.45,12.5,12.55,12.64,183.04,,8.04,4.46,4,4,38567,2208,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,12.5,0.9560751748251749,-0.044918734267918946,0.008000000000000113,0.5135139774379127,12.499999999844562,-1.5543832887487952e-10
NVDA260320C00177500,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,177.5,10.7,10.75,10.8,10.64,183.04,,5.54,5.21,14,10,3942,1181,True,2026-02-23 14:30:00,2026-03-04 21:00:00,,,,,,10.75,0.9697333916083917,-0.030734099275962528,0.00930232558139548,0.4997363884239991,10.750000000000014,1.4210854715202004e-14
NVDA260320C00180000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,180.0,9.05,9.1,9.15,9.1,183.04,,3.04,6.06,13,52,59278,8573,True,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,9.1,0.9833916083916084,-0.016747857301222652,0.01098901098901095,0.485201385116667,9.100000000000023,2.3092638912203256e-14
NVDA260320C00182500,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,182.5,7.55,7.6,7.65,7.66,183.04,,0.54,7.06,11,21,4469,5444,True,2026-02-23 14:30:00,2026-03-04 21:00:00,,,,,,7.6,0.9970498251748252,-0.002954535168886848,0.013157894736842176,0.47252299277942816,7.59999999999998,-1.9539925233402755e-14
NVDA260320C00185000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,185.0,6.2,6.225,6.25,6.25,183.04,,0.0,6.225,17,4,54356,18744,False,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,6.225,1.010708041958042,0.010651116886891873,0.008032128514056196,0.45932792060227007,6.2250000000000085,8.881784197001252e-15
NVDA260320C00187500,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,187.5,5.0,5.025,5.05,5.06,183.04,,0.0,5.025,158,20,5870,4291,False,2026-02-23 14:30:00,2026-03-04 21:00:00,,,,,,5.025,1.0243662587412588,0.024074137219032437,0.009950248756218869,0.4483882976715387,5.025000000022672,2.2671642341265397e-11
NVDA260320C00190000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,190.0,3.95,4.0,4.05,4.0,183.04,,0.0,4.0,37,187,119397,23361,False,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,4.0,1.0380244755244756,0.03731936396905317,0.02499999999999991,0.4395463108899004,3.999999999990827,-9.173106718662893e-12
NVDA260320C00192500,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,192.5,3.1,3.125,3.15,3.15,183.04,,0.0,3.125,101,3,7180,5228,False,2026-02-23 14:30:00,2026-03-04 21:00:00,,,,,,3.125,1.0516826923076923,0.05039144553640582,0.015999999999999945,0.43128466705536744,3.1250000000000213,2.1316282072803006e-14
NVDA260320C00195000,NVDA,NVDA,call,2026-03-04,2026-03-20,16,0.04380561259411362,195.0,2.4,2.42,2.44,2.44,183.04,,0.0,2.42,7,7,92259,62312,False,2025-01-15 14:30:00,2026-03-04 21:00:00,,,,,,2.42,1.0653409090909092,0.0632948503723138,0.016528925619834725,0.42570695049960255,2.41999999999949,-5.098144129078719e-13
